physician_id,segment,specialty,region,formulary_tier,adoption_status,adoption_rate_pct,adopted_therapy,patient_panel_size,adopted_patients_est,untapped_patients_est,rep_visit_frequency_q,rep_coverage_band,digital_engagement_score,engagement_band,peer_influence_score,competitor_loyalty_score,patient_oop_cost_estimate,cost_band,pct_medicare_patients,years_in_practice,tenure_band
PHY100226,Advocates (High Adopters),Cardiology,West,1 - Preferred (low copay),Not adopted,20.2,0,185.0,37.0,148.0,5,High (4+/qtr),0.0,Low,46.9,24.2,55.0,Medium ($50-100),37.6,22.0,Senior (16+ yrs)
PHY100227,Advocates (High Adopters),Primary Care,Midwest,2 - Standard,Not adopted,1.3,0,265.0,3.0,262.0,8,High (4+/qtr),28.5,Low,1.5,69.1,67.0,Medium ($50-100),30.5,3.0,Early (0-5 yrs)
PHY100228,Access-Constrained,Primary Care,South,2 - Standard,Not adopted,19.5,0,199.0,39.0,160.0,4,High (4+/qtr),74.2,High,57.8,22.5,103.0,High ($100+),14.8,16.0,Senior (16+ yrs)
PHY100229,"White Space (High Potential, Under-Engaged)",Cardiology,Midwest,1 - Preferred (low copay),Not adopted,17.0,0,217.0,37.0,180.0,3,Medium (2-3/qtr),72.1,High,79.4,60.9,84.0,Medium ($50-100),30.3,21.0,Senior (16+ yrs)
PHY100230,Access-Constrained,Cardiology,South,3 - Restricted (high copay),Not adopted,4.0,0,130.0,5.0,125.0,2,Medium (2-3/qtr),58.2,Medium,74.7,82.3,110.0,High ($100+),21.9,2.0,Early (0-5 yrs)
PHY100231,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,18.6,0,310.0,58.0,252.0,1,Low (0-1/qtr),69.4,High,59.3,82.4,40.0,Low ($0-50),12.1,14.0,Mid (6-15 yrs)
PHY100232,Access-Constrained,Internal Medicine,South,3 - Restricted (high copay),Not adopted,2.3,0,208.0,5.0,203.0,4,High (4+/qtr),54.7,Medium,26.2,64.8,117.0,High ($100+),26.1,16.0,Senior (16+ yrs)
PHY100233,"White Space (High Potential, Under-Engaged)",Primary Care,West,1 - Preferred (low copay),Not adopted,15.7,0,223.0,35.0,188.0,3,Medium (2-3/qtr),62.2,Medium,39.5,64.2,54.0,Medium ($50-100),22.3,12.0,Mid (6-15 yrs)
PHY100234,Access-Constrained,Internal Medicine,Midwest,3 - Restricted (high copay),Not adopted,3.9,0,84.0,3.0,81.0,5,High (4+/qtr),43.1,Medium,88.7,95.0,104.0,High ($100+),46.8,1.0,Early (0-5 yrs)
PHY100235,Access-Constrained,Internal Medicine,South,2 - Standard,Not adopted,6.3,0,131.0,8.0,123.0,0,Low (0-1/qtr),52.5,Medium,21.7,3.3,72.0,Medium ($50-100),47.0,12.0,Mid (6-15 yrs)
PHY100236,Advocates (High Adopters),Primary Care,Midwest,1 - Preferred (low copay),Not adopted,2.0,0,254.0,5.0,249.0,3,Medium (2-3/qtr),36.1,Medium,27.0,40.7,83.0,Medium ($50-100),24.4,12.0,Mid (6-15 yrs)
PHY100237,Advocates (High Adopters),Primary Care,Midwest,1 - Preferred (low copay),Adopted,27.8,1,197.0,55.0,142.0,8,High (4+/qtr),77.8,High,68.9,67.0,66.0,Medium ($50-100),34.1,13.0,Mid (6-15 yrs)
PHY100238,"White Space (High Potential, Under-Engaged)",Cardiology,Midwest,1 - Preferred (low copay),Not adopted,26.1,0,65.0,17.0,48.0,3,Medium (2-3/qtr),83.5,High,41.4,43.3,86.0,Medium ($50-100),10.1,10.0,Mid (6-15 yrs)
PHY100239,Access-Constrained,Cardiology,Northeast,2 - Standard,Not adopted,6.9,0,242.0,17.0,225.0,3,Medium (2-3/qtr),80.4,High,26.4,74.8,118.0,High ($100+),30.6,11.0,Mid (6-15 yrs)
PHY100240,Access-Constrained,Internal Medicine,Northeast,3 - Restricted (high copay),Not adopted,4.4,0,147.0,6.0,141.0,5,High (4+/qtr),41.0,Medium,80.6,49.2,121.0,High ($100+),44.0,14.0,Mid (6-15 yrs)
PHY100241,Advocates (High Adopters),Primary Care,South,2 - Standard,Not adopted,6.2,0,265.0,16.0,249.0,5,High (4+/qtr),29.0,Low,59.2,52.6,72.0,Medium ($50-100),50.4,17.0,Senior (16+ yrs)
PHY100242,Access-Constrained,Endocrinology,South,2 - Standard,Not adopted,8.0,0,175.0,14.0,161.0,2,Medium (2-3/qtr),78.1,High,42.4,44.5,111.0,High ($100+),27.3,12.0,Mid (6-15 yrs)
PHY100243,Advocates (High Adopters),Primary Care,South,2 - Standard,Not adopted,9.5,0,192.0,18.0,174.0,5,High (4+/qtr),62.0,Medium,27.1,39.5,97.0,Medium ($50-100),53.8,11.0,Mid (6-15 yrs)
PHY100244,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,12.4,0,251.0,31.0,220.0,5,High (4+/qtr),57.2,Medium,90.9,39.1,150.0,High ($100+),15.3,15.0,Mid (6-15 yrs)
PHY100245,Access-Constrained,Internal Medicine,Midwest,2 - Standard,Not adopted,6.2,0,126.0,8.0,118.0,2,Medium (2-3/qtr),36.1,Medium,49.5,55.4,93.0,Medium ($50-100),19.3,1.0,Early (0-5 yrs)
PHY100246,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,5.9,0,120.0,7.0,113.0,4,High (4+/qtr),59.4,Medium,77.9,34.5,102.0,High ($100+),48.6,17.0,Senior (16+ yrs)
PHY100247,Access-Constrained,Primary Care,South,2 - Standard,Not adopted,1.0,0,168.0,2.0,166.0,3,Medium (2-3/qtr),26.1,Low,67.9,69.1,92.0,Medium ($50-100),63.1,14.0,Mid (6-15 yrs)
PHY100248,Access-Constrained,Endocrinology,West,3 - Restricted (high copay),Not adopted,1.0,0,230.0,2.0,228.0,3,Medium (2-3/qtr),63.9,Medium,39.6,63.1,108.0,High ($100+),45.4,14.0,Mid (6-15 yrs)
PHY100249,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,2 - Standard,Not adopted,6.2,0,100.0,6.0,94.0,2,Medium (2-3/qtr),80.3,High,39.7,72.0,79.0,Medium ($50-100),37.4,21.0,Senior (16+ yrs)
PHY100250,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Adopted,73.4,1,80.0,59.0,21.0,4,High (4+/qtr),85.9,High,78.9,27.4,67.0,Medium ($50-100),5.1,1.0,Early (0-5 yrs)
PHY100251,Advocates (High Adopters),Internal Medicine,Northeast,1 - Preferred (low copay),Adopted,66.7,1,229.0,153.0,76.0,4,High (4+/qtr),65.6,Medium,79.3,16.0,73.0,Medium ($50-100),7.7,1.0,Early (0-5 yrs)
PHY100252,Access-Constrained,Primary Care,Midwest,2 - Standard,Not adopted,0.4,0,144.0,1.0,143.0,1,Low (0-1/qtr),19.6,Low,12.5,49.9,114.0,High ($100+),39.9,16.0,Senior (16+ yrs)
PHY100253,Access-Constrained,Endocrinology,Northeast,2 - Standard,Not adopted,3.9,0,156.0,6.0,150.0,4,High (4+/qtr),54.3,Medium,61.0,100.0,93.0,Medium ($50-100),32.6,14.0,Mid (6-15 yrs)
PHY100254,Access-Constrained,Endocrinology,Midwest,3 - Restricted (high copay),Not adopted,6.1,0,69.0,4.0,65.0,1,Low (0-1/qtr),97.1,High,47.6,75.3,98.0,Medium ($50-100),21.4,15.0,Mid (6-15 yrs)
PHY100255,Advocates (High Adopters),Primary Care,South,2 - Standard,Adopted,10.2,1,139.0,14.0,125.0,6,High (4+/qtr),30.9,Low,29.3,38.9,77.0,Medium ($50-100),39.0,11.0,Mid (6-15 yrs)
PHY100256,"White Space (High Potential, Under-Engaged)",Internal Medicine,West,2 - Standard,Not adopted,15.1,0,180.0,27.0,153.0,2,Medium (2-3/qtr),48.7,Medium,55.2,58.5,52.0,Medium ($50-100),39.7,19.0,Senior (16+ yrs)
PHY100257,Access-Constrained,Cardiology,Northeast,3 - Restricted (high copay),Not adopted,1.6,0,236.0,4.0,232.0,1,Low (0-1/qtr),81.1,High,23.0,64.6,152.0,High ($100+),52.2,21.0,Senior (16+ yrs)
PHY100258,"White Space (High Potential, Under-Engaged)",Cardiology,South,1 - Preferred (low copay),Adopted,33.2,1,134.0,44.0,90.0,2,Medium (2-3/qtr),63.6,Medium,40.7,22.6,46.0,Low ($0-50),40.0,17.0,Senior (16+ yrs)
PHY100259,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,2.4,0,279.0,7.0,272.0,2,Medium (2-3/qtr),100.0,High,34.0,77.4,134.0,High ($100+),56.4,12.0,Mid (6-15 yrs)
PHY100260,Advocates (High Adopters),Cardiology,West,1 - Preferred (low copay),Not adopted,9.6,0,139.0,13.0,126.0,4,High (4+/qtr),33.9,Medium,40.0,46.7,67.0,Medium ($50-100),38.1,1.0,Early (0-5 yrs)
PHY100261,Access-Constrained,Internal Medicine,South,2 - Standard,Not adopted,1.3,0,139.0,2.0,137.0,0,Low (0-1/qtr),28.2,Low,48.6,48.2,93.0,Medium ($50-100),36.3,19.0,Senior (16+ yrs)
PHY100262,Access-Constrained,Endocrinology,Midwest,3 - Restricted (high copay),Not adopted,1.8,0,272.0,5.0,267.0,1,Low (0-1/qtr),76.9,High,29.7,50.5,107.0,High ($100+),54.0,23.0,Senior (16+ yrs)
PHY100263,Access-Constrained,Cardiology,South,3 - Restricted (high copay),Adopted,3.5,1,193.0,7.0,186.0,3,Medium (2-3/qtr),23.7,Low,81.5,72.9,90.0,Medium ($50-100),23.3,19.0,Senior (16+ yrs)
PHY100264,Access-Constrained,Internal Medicine,Midwest,3 - Restricted (high copay),Not adopted,2.6,0,147.0,4.0,143.0,2,Medium (2-3/qtr),45.7,Medium,59.9,34.9,86.0,Medium ($50-100),80.2,8.0,Mid (6-15 yrs)
PHY100265,Access-Constrained,Cardiology,West,2 - Standard,Adopted,15.4,1,171.0,26.0,145.0,3,Medium (2-3/qtr),48.6,Medium,85.9,15.9,128.0,High ($100+),43.6,19.0,Senior (16+ yrs)
PHY100266,Access-Constrained,Endocrinology,Midwest,3 - Restricted (high copay),Not adopted,6.8,0,261.0,18.0,243.0,2,Medium (2-3/qtr),72.8,High,46.8,56.5,113.0,High ($100+),43.7,20.0,Senior (16+ yrs)
PHY100267,Access-Constrained,Cardiology,South,2 - Standard,Not adopted,16.7,0,268.0,45.0,223.0,3,Medium (2-3/qtr),63.5,Medium,39.0,9.1,113.0,High ($100+),45.9,25.0,Senior (16+ yrs)
PHY100268,Access-Constrained,Cardiology,Northeast,2 - Standard,Not adopted,20.0,0,131.0,26.0,105.0,3,Medium (2-3/qtr),60.1,Medium,85.2,44.0,120.0,High ($100+),66.2,8.0,Mid (6-15 yrs)
PHY100269,"White Space (High Potential, Under-Engaged)",Cardiology,Midwest,1 - Preferred (low copay),Not adopted,3.5,0,177.0,6.0,171.0,3,Medium (2-3/qtr),41.1,Medium,38.4,73.7,50.0,Low ($0-50),49.9,12.0,Mid (6-15 yrs)
PHY100270,Advocates (High Adopters),Cardiology,West,1 - Preferred (low copay),Adopted,72.1,1,185.0,133.0,52.0,5,High (4+/qtr),76.7,High,46.4,61.6,71.0,Medium ($50-100),13.9,19.0,Senior (16+ yrs)
PHY100271,Access-Constrained,Cardiology,South,2 - Standard,Not adopted,7.4,0,121.0,9.0,112.0,1,Low (0-1/qtr),100.0,High,64.4,70.8,86.0,Medium ($50-100),59.1,14.0,Mid (6-15 yrs)
PHY100272,"White Space (High Potential, Under-Engaged)",Cardiology,Midwest,1 - Preferred (low copay),Not adopted,9.9,0,177.0,18.0,159.0,3,Medium (2-3/qtr),65.2,Medium,25.2,62.4,31.0,Low ($0-50),32.9,6.0,Mid (6-15 yrs)
PHY100273,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,1.7,0,180.0,3.0,177.0,3,Medium (2-3/qtr),52.2,Medium,64.2,98.2,80.0,Medium ($50-100),39.6,17.0,Senior (16+ yrs)
PHY100274,Access-Constrained,Primary Care,West,3 - Restricted (high copay),Not adopted,3.4,0,248.0,8.0,240.0,3,Medium (2-3/qtr),21.4,Low,61.7,38.2,125.0,High ($100+),18.8,18.0,Senior (16+ yrs)
PHY100275,Access-Constrained,Endocrinology,Midwest,3 - Restricted (high copay),Not adopted,3.8,0,252.0,10.0,242.0,2,Medium (2-3/qtr),36.0,Medium,75.4,58.0,98.0,Medium ($50-100),45.9,15.0,Mid (6-15 yrs)
PHY100276,Advocates (High Adopters),Endocrinology,South,1 - Preferred (low copay),Adopted,39.9,1,160.0,64.0,96.0,5,High (4+/qtr),45.3,Medium,67.8,41.2,52.0,Medium ($50-100),28.2,16.0,Senior (16+ yrs)
PHY100277,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,1.3,0,167.0,2.0,165.0,1,Low (0-1/qtr),38.2,Medium,76.0,69.1,106.0,High ($100+),39.5,12.0,Mid (6-15 yrs)
PHY100278,Access-Constrained,Internal Medicine,South,1 - Preferred (low copay),Not adopted,2.8,0,220.0,6.0,214.0,1,Low (0-1/qtr),49.6,Medium,47.8,48.8,113.0,High ($100+),33.7,24.0,Senior (16+ yrs)
PHY100279,"White Space (High Potential, Under-Engaged)",Internal Medicine,Midwest,2 - Standard,Not adopted,11.8,0,145.0,17.0,128.0,4,High (4+/qtr),89.1,High,32.7,84.4,39.0,Low ($0-50),66.9,8.0,Mid (6-15 yrs)
PHY100280,Access-Constrained,Cardiology,Midwest,3 - Restricted (high copay),Not adopted,19.0,0,215.0,41.0,174.0,1,Low (0-1/qtr),77.4,High,92.2,39.4,123.0,High ($100+),67.7,10.0,Mid (6-15 yrs)
PHY100281,"White Space (High Potential, Under-Engaged)",Cardiology,West,1 - Preferred (low copay),Not adopted,9.9,0,175.0,17.0,158.0,3,Medium (2-3/qtr),46.5,Medium,19.5,78.1,54.0,Medium ($50-100),38.7,14.0,Mid (6-15 yrs)
PHY100282,"White Space (High Potential, Under-Engaged)",Endocrinology,West,1 - Preferred (low copay),Not adopted,5.7,0,122.0,7.0,115.0,2,Medium (2-3/qtr),23.4,Low,21.5,61.9,44.0,Low ($0-50),39.0,20.0,Senior (16+ yrs)
PHY100283,"White Space (High Potential, Under-Engaged)",Endocrinology,West,1 - Preferred (low copay),Not adopted,11.2,0,123.0,14.0,109.0,2,Medium (2-3/qtr),79.4,High,61.3,49.4,53.0,Medium ($50-100),32.4,4.0,Early (0-5 yrs)
PHY100284,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,2.6,0,267.0,7.0,260.0,3,Medium (2-3/qtr),48.9,Medium,82.5,60.8,102.0,High ($100+),54.6,5.0,Early (0-5 yrs)
PHY100285,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,1.0,0,171.0,2.0,169.0,3,Medium (2-3/qtr),12.0,Low,53.8,55.2,128.0,High ($100+),33.1,1.0,Early (0-5 yrs)
PHY100286,Advocates (High Adopters),Cardiology,South,1 - Preferred (low copay),Not adopted,30.0,0,278.0,83.0,195.0,5,High (4+/qtr),65.7,Medium,70.0,57.1,65.0,Medium ($50-100),31.7,14.0,Mid (6-15 yrs)
PHY100287,"White Space (High Potential, Under-Engaged)",Endocrinology,South,1 - Preferred (low copay),Not adopted,7.3,0,149.0,11.0,138.0,3,Medium (2-3/qtr),72.6,High,10.1,45.9,87.0,Medium ($50-100),52.7,6.0,Mid (6-15 yrs)
PHY100288,Access-Constrained,Primary Care,South,2 - Standard,Not adopted,1.1,0,197.0,2.0,195.0,4,High (4+/qtr),0.0,Low,40.0,36.0,117.0,High ($100+),29.9,11.0,Mid (6-15 yrs)
PHY100289,Access-Constrained,Cardiology,Midwest,1 - Preferred (low copay),Not adopted,9.0,0,324.0,29.0,295.0,3,Medium (2-3/qtr),31.9,Low,12.5,43.3,80.0,Medium ($50-100),37.4,19.0,Senior (16+ yrs)
PHY100290,Advocates (High Adopters),Internal Medicine,Midwest,2 - Standard,Not adopted,41.6,0,117.0,49.0,68.0,8,High (4+/qtr),47.6,Medium,65.6,16.3,71.0,Medium ($50-100),14.3,10.0,Mid (6-15 yrs)
PHY100291,Access-Constrained,Cardiology,South,3 - Restricted (high copay),Not adopted,1.6,0,66.0,1.0,65.0,2,Medium (2-3/qtr),66.2,High,19.1,66.8,122.0,High ($100+),48.6,16.0,Senior (16+ yrs)
PHY100292,Access-Constrained,Internal Medicine,Midwest,3 - Restricted (high copay),Not adopted,0.6,0,257.0,2.0,255.0,1,Low (0-1/qtr),38.7,Medium,24.4,25.3,122.0,High ($100+),67.1,12.0,Mid (6-15 yrs)
PHY100293,Advocates (High Adopters),Cardiology,Midwest,3 - Restricted (high copay),Not adopted,8.0,0,130.0,10.0,120.0,7,High (4+/qtr),31.7,Low,60.3,45.6,90.0,Medium ($50-100),48.8,19.0,Senior (16+ yrs)
PHY100294,"White Space (High Potential, Under-Engaged)",Internal Medicine,South,2 - Standard,Not adopted,5.7,0,179.0,10.0,169.0,2,Medium (2-3/qtr),66.0,Medium,71.2,63.0,46.0,Low ($0-50),59.9,17.0,Senior (16+ yrs)
PHY100295,Advocates (High Adopters),Internal Medicine,Midwest,3 - Restricted (high copay),Not adopted,4.8,0,145.0,7.0,138.0,6,High (4+/qtr),39.7,Medium,46.8,66.8,59.0,Medium ($50-100),25.3,9.0,Mid (6-15 yrs)
PHY100296,Advocates (High Adopters),Internal Medicine,Northeast,1 - Preferred (low copay),Not adopted,11.9,0,196.0,23.0,173.0,4,High (4+/qtr),61.9,Medium,61.4,14.5,62.0,Medium ($50-100),41.5,13.0,Mid (6-15 yrs)
PHY100297,Advocates (High Adopters),Internal Medicine,West,1 - Preferred (low copay),Not adopted,5.1,0,123.0,6.0,117.0,3,Medium (2-3/qtr),25.5,Low,60.8,48.2,67.0,Medium ($50-100),23.9,21.0,Senior (16+ yrs)
PHY100298,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,1.8,0,169.0,3.0,166.0,1,Low (0-1/qtr),20.2,Low,45.7,59.2,55.0,Medium ($50-100),34.6,17.0,Senior (16+ yrs)
PHY100299,Advocates (High Adopters),Primary Care,Northeast,1 - Preferred (low copay),Not adopted,23.5,0,207.0,49.0,158.0,5,High (4+/qtr),66.6,High,28.1,51.0,86.0,Medium ($50-100),49.6,4.0,Early (0-5 yrs)
PHY100300,Access-Constrained,Primary Care,Northeast,3 - Restricted (high copay),Not adopted,0.4,0,120.0,0.0,120.0,1,Low (0-1/qtr),55.6,Medium,61.3,76.9,114.0,High ($100+),39.5,19.0,Senior (16+ yrs)
PHY100301,Access-Constrained,Cardiology,Midwest,2 - Standard,Not adopted,15.4,0,138.0,21.0,117.0,5,High (4+/qtr),70.3,High,62.3,33.6,119.0,High ($100+),16.8,6.0,Mid (6-15 yrs)
PHY100302,Access-Constrained,Primary Care,West,3 - Restricted (high copay),Not adopted,5.0,0,159.0,8.0,151.0,3,Medium (2-3/qtr),38.3,Medium,67.9,9.0,119.0,High ($100+),18.3,24.0,Senior (16+ yrs)
PHY100303,"White Space (High Potential, Under-Engaged)",Primary Care,West,2 - Standard,Adopted,12.7,1,94.0,12.0,82.0,2,Medium (2-3/qtr),32.5,Low,56.2,66.2,58.0,Medium ($50-100),17.3,21.0,Senior (16+ yrs)
PHY100304,Access-Constrained,Internal Medicine,Northeast,2 - Standard,Not adopted,4.8,0,155.0,7.0,148.0,0,Low (0-1/qtr),79.9,High,26.6,39.3,96.0,Medium ($50-100),45.4,16.0,Senior (16+ yrs)
PHY100305,Advocates (High Adopters),Primary Care,South,2 - Standard,Not adopted,7.5,0,187.0,14.0,173.0,4,High (4+/qtr),16.5,Low,63.8,14.8,102.0,High ($100+),69.0,15.0,Mid (6-15 yrs)
PHY100306,"White Space (High Potential, Under-Engaged)",Endocrinology,Northeast,1 - Preferred (low copay),Not adopted,23.6,0,156.0,37.0,119.0,2,Medium (2-3/qtr),77.5,High,50.0,46.8,46.0,Low ($0-50),58.4,13.0,Mid (6-15 yrs)
PHY100307,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,2 - Standard,Not adopted,5.9,0,164.0,10.0,154.0,3,Medium (2-3/qtr),79.1,High,40.3,74.6,49.0,Low ($0-50),9.6,19.0,Senior (16+ yrs)
PHY100308,Access-Constrained,Endocrinology,West,2 - Standard,Not adopted,8.7,0,179.0,16.0,163.0,1,Low (0-1/qtr),68.9,High,44.1,24.7,88.0,Medium ($50-100),59.3,11.0,Mid (6-15 yrs)
PHY100309,Access-Constrained,Cardiology,Northeast,3 - Restricted (high copay),Not adopted,0.4,0,141.0,1.0,140.0,1,Low (0-1/qtr),34.9,Medium,36.2,96.7,85.0,Medium ($50-100),52.0,16.0,Senior (16+ yrs)
PHY100310,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,5.7,0,221.0,13.0,208.0,0,Low (0-1/qtr),32.0,Low,67.8,33.2,113.0,High ($100+),14.8,20.0,Senior (16+ yrs)
PHY100311,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,2.8,0,266.0,7.0,259.0,3,Medium (2-3/qtr),45.4,Medium,21.6,51.7,50.0,Low ($0-50),33.5,10.0,Mid (6-15 yrs)
PHY100312,Access-Constrained,Endocrinology,South,2 - Standard,Not adopted,2.6,0,152.0,4.0,148.0,1,Low (0-1/qtr),21.5,Low,30.1,25.6,128.0,High ($100+),54.4,10.0,Mid (6-15 yrs)
PHY100313,"White Space (High Potential, Under-Engaged)",Endocrinology,West,2 - Standard,Not adopted,7.4,0,209.0,15.0,194.0,2,Medium (2-3/qtr),28.8,Low,43.4,50.8,32.0,Low ($0-50),46.3,6.0,Mid (6-15 yrs)
PHY100314,"White Space (High Potential, Under-Engaged)",Endocrinology,West,1 - Preferred (low copay),Adopted,21.1,1,166.0,35.0,131.0,1,Low (0-1/qtr),64.2,Medium,82.3,47.3,63.0,Medium ($50-100),18.4,7.0,Mid (6-15 yrs)
PHY100315,Access-Constrained,Endocrinology,Northeast,2 - Standard,Not adopted,6.5,0,202.0,13.0,189.0,2,Medium (2-3/qtr),64.3,Medium,71.1,20.2,121.0,High ($100+),47.2,1.0,Early (0-5 yrs)
PHY100316,"White Space (High Potential, Under-Engaged)",Endocrinology,Northeast,1 - Preferred (low copay),Not adopted,2.6,0,274.0,7.0,267.0,3,Medium (2-3/qtr),26.9,Low,17.2,100.0,38.0,Low ($0-50),5.9,19.0,Senior (16+ yrs)
PHY100317,"White Space (High Potential, Under-Engaged)",Primary Care,West,1 - Preferred (low copay),Adopted,39.6,1,211.0,84.0,127.0,2,Medium (2-3/qtr),64.9,Medium,77.0,40.1,56.0,Medium ($50-100),34.7,27.0,Senior (16+ yrs)
PHY100318,Access-Constrained,Endocrinology,Midwest,2 - Standard,Not adopted,13.6,0,74.0,10.0,64.0,2,Medium (2-3/qtr),60.0,Medium,77.0,40.1,75.0,Medium ($50-100),55.1,24.0,Senior (16+ yrs)
PHY100319,"White Space (High Potential, Under-Engaged)",Internal Medicine,West,1 - Preferred (low copay),Not adopted,11.4,0,207.0,24.0,183.0,2,Medium (2-3/qtr),83.2,High,26.5,69.4,43.0,Low ($0-50),38.3,3.0,Early (0-5 yrs)
PHY100320,Access-Constrained,Internal Medicine,South,2 - Standard,Not adopted,0.5,0,254.0,1.0,253.0,4,High (4+/qtr),62.5,Medium,0.0,86.3,91.0,Medium ($50-100),30.5,19.0,Senior (16+ yrs)
PHY100321,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,1 - Preferred (low copay),Not adopted,11.2,0,167.0,19.0,148.0,3,Medium (2-3/qtr),73.3,High,48.6,72.5,28.0,Low ($0-50),51.3,24.0,Senior (16+ yrs)
PHY100322,Access-Constrained,Endocrinology,West,2 - Standard,Not adopted,11.5,0,240.0,28.0,212.0,2,Medium (2-3/qtr),60.5,Medium,72.4,26.0,82.0,Medium ($50-100),52.6,11.0,Mid (6-15 yrs)
PHY100323,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,1 - Preferred (low copay),Not adopted,22.3,0,139.0,31.0,108.0,4,High (4+/qtr),71.6,High,81.8,54.3,73.0,Medium ($50-100),57.7,15.0,Mid (6-15 yrs)
PHY100324,Access-Constrained,Internal Medicine,Midwest,3 - Restricted (high copay),Not adopted,1.9,0,91.0,2.0,89.0,2,Medium (2-3/qtr),21.7,Low,32.6,12.4,105.0,High ($100+),51.1,1.0,Early (0-5 yrs)
PHY100325,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,10.0,0,188.0,19.0,169.0,1,Low (0-1/qtr),47.3,Medium,85.0,68.0,35.0,Low ($0-50),54.2,16.0,Senior (16+ yrs)
PHY100326,Access-Constrained,Internal Medicine,South,2 - Standard,Not adopted,1.1,0,75.0,1.0,74.0,2,Medium (2-3/qtr),49.1,Medium,5.4,17.3,111.0,High ($100+),49.0,7.0,Mid (6-15 yrs)
PHY100327,Access-Constrained,Primary Care,South,2 - Standard,Adopted,3.3,1,166.0,5.0,161.0,2,Medium (2-3/qtr),44.6,Medium,42.6,33.9,103.0,High ($100+),42.0,15.0,Mid (6-15 yrs)
PHY100328,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,17.2,0,257.0,44.0,213.0,2,Medium (2-3/qtr),59.8,Medium,41.7,49.9,34.0,Low ($0-50),39.3,3.0,Early (0-5 yrs)
PHY100329,"White Space (High Potential, Under-Engaged)",Endocrinology,West,2 - Standard,Not adopted,15.3,0,65.0,10.0,55.0,3,Medium (2-3/qtr),64.0,Medium,73.0,58.9,53.0,Medium ($50-100),34.4,18.0,Senior (16+ yrs)
PHY100330,Access-Constrained,Primary Care,West,3 - Restricted (high copay),Not adopted,5.4,0,103.0,6.0,97.0,2,Medium (2-3/qtr),58.6,Medium,76.0,44.8,86.0,Medium ($50-100),19.8,21.0,Senior (16+ yrs)
PHY100331,Access-Constrained,Cardiology,South,3 - Restricted (high copay),Not adopted,7.3,0,118.0,9.0,109.0,2,Medium (2-3/qtr),46.1,Medium,69.1,80.4,124.0,High ($100+),23.7,9.0,Mid (6-15 yrs)
PHY100332,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,0.5,0,176.0,1.0,175.0,1,Low (0-1/qtr),33.8,Medium,23.0,64.5,92.0,Medium ($50-100),33.8,6.0,Mid (6-15 yrs)
PHY100333,Advocates (High Adopters),Internal Medicine,South,1 - Preferred (low copay),Adopted,27.9,1,158.0,44.0,114.0,6,High (4+/qtr),74.1,High,67.3,62.9,80.0,Medium ($50-100),41.6,1.0,Early (0-5 yrs)
PHY100334,Advocates (High Adopters),Cardiology,West,2 - Standard,Not adopted,11.5,0,264.0,30.0,234.0,4,High (4+/qtr),57.7,Medium,60.2,25.4,77.0,Medium ($50-100),59.6,12.0,Mid (6-15 yrs)
PHY100335,Access-Constrained,Primary Care,Midwest,2 - Standard,Not adopted,1.1,0,237.0,3.0,234.0,1,Low (0-1/qtr),27.6,Low,16.6,84.0,62.0,Medium ($50-100),37.4,10.0,Mid (6-15 yrs)
PHY100336,Access-Constrained,Cardiology,South,1 - Preferred (low copay),Not adopted,6.6,0,210.0,14.0,196.0,0,Low (0-1/qtr),45.7,Medium,8.7,33.9,83.0,Medium ($50-100),53.1,3.0,Early (0-5 yrs)
PHY100337,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,0.4,0,189.0,1.0,188.0,0,Low (0-1/qtr),11.6,Low,70.8,84.8,96.0,Medium ($50-100),54.2,17.0,Senior (16+ yrs)
PHY100338,Advocates (High Adopters),Cardiology,Northeast,2 - Standard,Not adopted,2.4,0,204.0,5.0,199.0,6,High (4+/qtr),50.8,Medium,46.4,90.4,90.0,Medium ($50-100),34.5,11.0,Mid (6-15 yrs)
